Gene Name;Gene ID;Group;Chr;Start;End;Strand;Degree;Closeness;Betweenness;dN/dS Chimp;dN/dS Macaque;dN/dS Mouse;Tajima's D exons;Tajima's D regulatory;Fay and Wu's H exons;Fay and Wu's H regulatory
MEX3C;ENSG00000176624;NDNE;18;48700920;48744674;-1;-;-;-;0,85;0,42;0,36;0,274;0,835;0,00022;0,00011
TP53TG5;ENSG00000124251;NDNE;20;44002526;44036529;-1;-;-;-;2,51;0,87;0,55;0,962;-0,121;-0,00043;-0,00012
BEST2;ENSG00000039987;NDNE;19;12862516;12869272;1;-;-;-;0,04;0,04;0,05;-1,768;-1,904;0,00011;-0,00003
RCSD1;ENSG00000198771;NDNE;1;167599330;167675486;1;-;-;-;0,41;0,31;0,28;0,042;0,093;0,00028;-0,00039
XCR1;ENSG00000173578;NDNE;3;46058516;46069234;-1;-;-;-;0,06;0,11;0,13;0,845;0,797;-0,00131;-0,00052
PFN2;ENSG00000070087;NDNE;3;149682691;149768575;-1;25;0,29;28422,37;0;0;0,02;-1,278;0,162;0,00001;-0,00005
OR10R2;ENSG00000198965;NDNE;1;158449668;158450675;1;-;-;-;0,47;0,26;-;0,673;0,504;0,0002;0,00011
ZFYVE26;ENSG00000072121;NDNE;14;68194091;68283307;-1;-;-;-;-;-;-;-0,881;0,241;-0,0001;-0,00011
KIAA1671;ENSG00000197077;NDNE;22;25348697;25593415;1;-;-;-;0,4;-;0,15;0,398;0,746;0,0001;0,00005
DDX47;ENSG00000213782;NDNE;12;12966250;12982915;1;1;0,22;0;1,05;0,1;0,04;-0,568;0,729;0,00031;0,00008
TEF;ENSG00000167074;NDNE;22;41763337;41795330;1;-;-;-;0;0;0,02;-0,037;0,401;0,00021;-0,00018
S100A3;ENSG00000188015;NDNE;1;153519805;153521848;-1;2;0,22;0;0;0,15;0,09;-0,612;-1,151;-0,00272;-0,00178
C3AR1;ENSG00000171860;NDNE;12;8210898;8219067;-1;-;-;-;1,19;1,13;0,51;-0,837;0,297;-0,00021;-0,00003
TMEM92;ENSG00000167105;NDNE;17;48348767;48358844;1;-;-;-;0,46;0,95;0,5;0,388;-0,085;0,00047;-0,00003
FAM215A;ENSG00000267496;NDNE;17;41994576;41995326;1;-;-;-;-;-;-;-0,268;1,21;-0,00856;-0,00049
WBSCR27;ENSG00000165171;NDNE;7;73248920;73256865;-1;-;-;-;1,27;-;0,27;2,008;1,343;-0,00073;-0,00033
CACNB3;ENSG00000167535;NDNE;12;49207577;49222724;1;1;0,2;0;0,66;0,03;0,01;0,424;0,007;0,0001;0,00006
STAC3;ENSG00000185482;NDNE;12;57637236;57644976;-1;3;0,24;18,6;-;0,11;0,1;-0,272;-0,4;0,00014;0,00007
TMEM171;ENSG00000157111;NDNE;5;72416119;72427644;1;-;-;-;0,27;0,67;0,29;0,514;0,706;0,00074;0,00008
CHRM1;ENSG00000168539;NDNE;11;62676151;62689279;-1;-;-;-;0;0,01;0,01;-1,152;-0,87;0,00019;0,00002
DPPA3;ENSG00000187569;NDNE;12;7864050;7870155;1;-;-;-;0,32;1,32;0,41;0,815;1,612;0,0004;0,00012
DDX42;ENSG00000198231;NDNE;17;61850963;61896677;1;6;0,27;637,68;0,2;0,07;0,05;2,248;1,494;0,0002;0,00018
GAL3ST4;ENSG00000197093;NDNE;7;99756867;99766373;-1;1;0,26;0;0,58;0,28;0,25;-0,173;-0,203;0,00001;0,00002
TCEB2;ENSG00000103363;NDNE;16;2821415;2827298;-1;15;0,27;5129,94;-;0,18;0,03;1,449;0,439;-0,00154;-0,0005
NPIPB11;ENSG00000254206;NDNE;16;29392675;29415350;-1;-;-;-;-;-;-;-0,9;0,477;-0,00053;-0,00002
C11orf1;ENSG00000137720;NDNE;11;111749659;111756699;1;1;0,24;0;0,63;0,39;0,33;2,642;-0,166;0,00022;-0,00017
PACSIN1;ENSG00000124507;NDNE;6;34433916;34503006;1;30;0,28;43341,96;0,26;0,04;0,02;-1,623;-0,643;-0,00107;-0,00062
CRYGC;ENSG00000163254;NDNE;2;208992861;208994554;-1;4;0,22;0;0,1;0,1;0,05;-1,532;1,466;0,00006;0,00007
URM1;ENSG00000167118;NDNE;9;131133598;131153015;1;1;0,23;0;0,21;0,56;0,19;-1,324;-1,819;0,00011;-0,0001
TMEM115;ENSG00000126062;NDNE;3;50392180;50397041;-1;-;-;-;0,26;0,05;0,05;-1,532;-2,067;0,00001;-0,00014
SEMA4F;ENSG00000135622;NDNE;2;74881355;74909186;1;-;-;-;-;-;-;-1,193;-1,694;-0,00015;-0,00015
ADCK5;ENSG00000173137;NDNE;8;145596790;145618457;1;-;-;-;0,03;0,09;0,11;1,192;0,402;-0,00053;-0,00003
KDM3A;ENSG00000115548;NDNE;2;86667770;86719839;1;5;0,22;8960,3;0,15;0,16;0,1;-0,791;-0,354;0,00003;-0,00006
ZNF581;ENSG00000171425;NDNE;19;56146825;56156988;1;8;0,27;2779,86;0,72;0,07;-;0,758;-0,438;0,00025;-0,0001
PLEKHB1;ENSG00000021300;NDNE;11;73357223;73373864;1;-;-;-;0,12;0,17;0,06;-1,488;-0,903;-0,0017;-0,00156
PRSS56;ENSG00000237412;NDNE;2;233385173;233390422;1;-;-;-;-;0,26;0,17;0,35;0,626;-0,00099;-0,00015
JPH4;ENSG00000092051;NDNE;14;24037244;24048009;-1;-;-;-;0;-;0,04;-0,696;-1,798;0,00001;-0,00024
CAST;ENSG00000153113;NDNE;5;95865525;96115299;1;2;0,24;12,73;1,36;0,38;0,35;0,869;0,583;-0,00024;-0,00005
TRIM54;ENSG00000138100;NDNE;2;27505260;27530307;1;3;0,25;131,61;0;0,07;0,03;-1,287;-0,947;0,00004;-0,00017
CCDC129;ENSG00000180347;NDNE;7;31553704;31698334;1;-;-;-;0,8;0,92;0,53;1,867;1,098;0,00024;-0,00022
PPARA;ENSG00000186951;NDNE;22;46546424;46639653;1;25;0,29;27404,87;0,06;0,01;0,04;-0,347;-0,461;-0,00062;-0,00057
PRDX2;ENSG00000167815;NDNE;19;12907634;12912694;-1;-;-;-;0;0;-;-0,632;-1,287;-0,00056;-0,00015
FAM117B;ENSG00000138439;NDNE;2;203499901;203634480;1;-;-;-;0,85;0,06;0,2;1,364;-0,085;0,0003;0,00006
TMEM41A;ENSG00000163900;NDNE;3;185194284;185216845;-1;-;-;-;0;0,07;0,1;0,143;0,152;-0,00001;-0,00002
CTAGE1;ENSG00000212710;NDNE;18;19993564;19997878;-1;-;-;-;-;0,63;-;-0,536;-0,229;-0,00118;-0,00009
SETD1B;ENSG00000139718;NDNE;12;122242086;122270562;1;8;0,26;593,66;0,1;-;0,09;0,315;0,08;-0,00006;-0,00013
CLVS1;ENSG00000177182;NDNE;8;61969717;62414204;1;-;-;-;0;0,05;0,04;-0,459;0,09;-0,00063;-0,0003
CA12;ENSG00000074410;NDNE;15;63613577;63674360;-1;3;0,24;12,86;0,07;0,31;0,21;-1,136;-0,801;-0,00033;-0,00033
NAALADL1;ENSG00000168060;NDNE;11;64812290;64826021;-1;-;-;-;0,45;0,23;0,15;-1,586;-0,594;0,00011;-0,00003
TRAPPC8;ENSG00000153339;NDNE;18;29409136;29533099;-1;4;0,19;10746,44;0,46;0,24;0,09;-0,101;0,779;0,00016;0,00016
ORC4;ENSG00000115947;NDNE;2;148691732;148779147;-1;12;0,26;481,52;-;0,2;0,12;-0,309;-0,199;-0,00035;0,00002
APBA1;ENSG00000107282;NDNE;9;72042446;72287222;-1;12;0,25;13013,86;0,03;0,22;0,05;-0,662;-0,08;-0,00004;-0,00029
TAS2R19;ENSG00000212124;NDNE;12;11174218;11175219;-1;-;-;-;1,76;1,23;-;0,307;1,388;0,0005;0,00011
TRDMT1;ENSG00000107614;NDNE;10;17184253;17244053;-1;9;0,28;6400,37;0,1;0,58;0,2;0,671;1,738;-0,00037;-0,00014
KNOP1;ENSG00000103550;NDNE;16;19714902;19729557;-1;-;-;-;0,51;0,39;0,22;-0,453;-0,222;-0,00009;-0,00044
FSCN3;ENSG00000106328;NDNE;7;127231463;127242198;1;-;-;-;0,55;0,26;0,13;-1,79;-0,185;0,00013;-0,00003
YTHDC1;ENSG00000083896;NDNE;4;69176105;69215807;-1;7;0,31;10752,42;0,06;0,03;0,03;1,235;-0,083;0,00012;0,00006
ZBTB8A;ENSG00000160062;NDNE;1;33005028;33066591;1;17;0,27;15493,37;0,32;0,53;0,11;-1,103;-0,967;-0,00152;-0,0006
DPH5;ENSG00000117543;NDNE;1;101455179;101491644;-1;-;-;-;0;0,22;0,1;-1,08;-0,405;0,00002;-0,00003
SLC16A5;ENSG00000170190;NDNE;17;73083822;73102257;1;-;-;-;0,11;-;0,25;0,196;0,577;-0,00067;-0,00086
SCMH1;ENSG00000010803;NDNE;1;41492872;41707826;-1;10;0,27;8391,79;0;0,12;0,11;-1,212;0,078;0,00014;0,00008
ATP4A;ENSG00000105675;NDNE;19;36040945;36054560;-1;-;-;-;0,37;0,01;0,01;-0,898;-0,014;0,00016;-0,00027
PREPL;ENSG00000138078;NDNE;2;44543420;44589001;-1;1;0,22;0;0,13;0,12;0,08;0,216;-0,013;-0,00018;-0,00019
TOR3A;ENSG00000186283;NDNE;1;179050512;179067158;1;-;-;-;1,19;0,26;0,26;0,323;0,084;0,00049;0,00021
SMLR1;ENSG00000256162;NDNE;6;131148546;131158275;1;-;-;-;-;-;0,51;0,044;0,495;0,00029;-0,0001
SPATA13;ENSG00000182957;NDNE;13;24553839;24895169;1;-;-;-;-;-;-;0,311;1,132;-0,0002;-0,00034
IL4I1;ENSG00000104951;NDNE;19;50392911;50432796;-1;-;-;-;0,2;0,11;0,12;-1,15;0,129;-0,00056;0,00017
ABCC12;ENSG00000140798;NDNE;16;48116884;48189929;-1;1;0,2;0;-;-;-;-1,098;-1,86;-0,00028;-0,00034
MIF-AS1;ENSG00000218537;NDNE;22;24236613;24241117;-1;-;-;-;-;-;-;0,713;0,831;-0,00052;-0,00227
EIF3I;ENSG00000084623;NDNE;1;32687529;32697205;1;14;0,31;18060,56;0,46;0,22;0,01;-1,563;-1,886;-0,00197;-0,00063
MRPS33;ENSG00000090263;NDNE;7;140705854;140715028;-1;1;0,3;0;0;0,86;0,15;-0,555;-0,348;-0,00098;-0,0002
TPST1;ENSG00000169902;NDNE;7;65670186;65885530;1;-;-;-;0;0,07;0,03;-0,418;0,331;0,00023;0,00003
B4GALNT3;ENSG00000139044;NDNE;12;569530;672675;1;-;-;-;0,2;0,21;0,14;1,118;0,43;-0,00019;-0,00054
FRAT1;ENSG00000165879;NDNE;10;99079022;99081672;1;1;0,22;0;-;0,08;0,21;1,186;0,446;0,00019;0,00012
C9orf92;ENSG00000205549;NDNE;9;16203933;16276311;-1;-;-;-;0,35;-;-;-0,698;0,079;0,00012;-0,00035
PCDHGC4;ENSG00000242419;NDNE;5;140864741;140892546;1;-;-;-;-;0,25;0,03;-1,574;-0,251;0,00014;-0,0002
PRAMEF26;ENSG00000229571;NDNE;1;13216356;13219581;-1;-;-;-;-;-;-;-;-1,389;-;0,00001
IRGQ;ENSG00000167378;NDNE;19;44088521;44100287;-1;1;0,23;0;0,2;0,18;0,13;-0,817;-0,565;0,00002;0,00013
USP32;ENSG00000170832;NDNE;17;58256455;58499831;-1;17;0,28;17996,33;0,18;-;-;-1,613;-2,291;-0,00013;-0,00041
ZC2HC1C;ENSG00000119703;NDNE;14;75530873;75545126;1;4;0,24;235,03;1,83;1,05;0,46;1,373;2,324;0,00007;0,00001
PAX1;ENSG00000125813;NDNE;20;21686297;21696620;1;2;0,2;44,07;0,13;0,15;0,08;-1,732;-2,331;0,00005;-0,00038
HOXC10;ENSG00000180818;NDNE;12;54378849;54384063;1;-;-;-;0,75;0,14;0,06;-1,451;-0,569;0,00008;-0,00001
SEZ6L2;ENSG00000174938;NDNE;16;29882480;29910868;-1;-;-;-;-;-;-;-0,58;-0,538;-0,00004;-0,0003
GPN3;ENSG00000111231;NDNE;12;110890289;110907019;-1;4;0,31;1429,88;0,38;0,07;0,05;-1,507;-1,198;0,00011;-0,00056
CDK12;ENSG00000167258;NDNE;17;37617764;37721160;1;4;0,27;302,98;0,12;0,16;0,14;-0,705;0,203;0,00002;-0,00024
LY6G5B;ENSG00000240053;NDNE;6;31637944;31641553;1;-;-;-;-;-;-;-0,868;-0,468;-0,00004;0,00005
POMK;ENSG00000185900;NDNE;8;42948658;42978577;1;-;-;-;0,08;0,24;0,14;-0,816;-1,983;-0,00069;-0,00028
PAIP1;ENSG00000172239;NDNE;5;43526369;43557860;-1;3;0,25;282,46;0,08;0,09;0,03;1,083;1,606;0,00016;0,00002
ZNF18;ENSG00000154957;NDNE;17;11880762;11900827;-1;-;-;-;0,25;0,16;0,26;-1,169;0,198;0,00014;-0,00018
C9orf66;ENSG00000183784;NDNE;9;213108;215893;-1;-;-;-;-;-;-;0,739;1,171;-0,00114;-0,00044
ERGIC3;ENSG00000125991;NDNE;20;34129770;34145405;1;1;1;0;0,33;0,14;0,02;-0,933;-0,989;-0,00026;-0,00038
PVRIG;ENSG00000213413;NDNE;7;99815864;99819113;1;-;-;-;0,85;-;-;1,846;1,294;0,00026;-0,00016
ZNF562;ENSG00000171466;NDNE;19;9759330;9785776;-1;-;-;-;1,31;0,23;-;-0,74;-0,299;-0,00084;-0,00038
PYY;ENSG00000131096;NDNE;17;42030106;42081837;-1;1;0,19;0;0,14;0,36;0,2;0,503;-0,019;-0,00013;-0,00026
IVL;ENSG00000163207;NDNE;1;152881021;152884362;1;5;0,24;59,06;1,07;-;0,39;-0,431;-0,708;-0,00261;-0,00094
SRCAP;ENSG00000080603;NDNE;16;30709530;30755602;1;10;0,29;684,23;0,38;0,55;0,2;-1,808;-1,23;0,00006;-0,00004
C15orf59;ENSG00000205363;NDNE;15;74032141;74045088;-1;-;-;-;0,14;0,08;0,09;1,251;-0,461;0,0002;0,00004
TNFRSF17;ENSG00000048462;NDNE;16;12058964;12061925;1;4;0,26;4885,01;-;0,56;0,33;0,927;-0,653;-0,00094;-0,00108
LRRC4B;ENSG00000131409;NDNE;19;51020149;51071302;-1;-;-;-;0;0,01;0,01;-0,232;0,8;0,00025;0,00001
ST6GAL1;ENSG00000073849;NDNE;3;186648274;186796341;1;1;0;0;-;-;-;-0,344;0,415;-0,00078;-0,00042
EHBP1L1;ENSG00000173442;NDNE;11;65343509;65360121;1;-;-;-;0,59;0,5;0,37;0,405;1,024;0,00006;-0,00008
USP17L23;ENSG00000250913;NDNE;4;9274090;9274640;1;-;-;-;-;-;-;-0,9;-0,9;-;-
GRAPL;ENSG00000189152;NDNE;17;19030782;19062489;1;-;-;-;-;-;-;-;-1,483;-;-0,00012
CNOT1;ENSG00000125107;NDNE;16;58553855;58663790;-1;7;0,31;11807,25;0;0,16;0,01;1,731;1,463;0,00013;0,00022
C14orf180;ENSG00000184601;NDNE;14;105046021;105056852;1;-;-;-;0,47;0,45;0,51;0,373;0,539;-0,00098;-0,00052
ANKRD33B;ENSG00000164236;NDNE;5;10564442;10650308;1;-;-;-;0,04;0,21;0,16;0,794;1,369;-0,00155;-0,00028
LRFN5;ENSG00000165379;NDNE;14;42076773;42373752;1;-;-;-;0,26;0,1;0,07;-0,173;-0,05;-0,00017;0,0001
ALDH8A1;ENSG00000118514;NDNE;6;135238528;135271260;-1;-;-;-;0,18;0,11;0,1;-1,338;-0,597;0,00014;-0,00049
FAM153A;ENSG00000170074;NDNE;5;177134982;177210399;-1;1;0,21;0;-;-;-;0,206;1,034;-0,00014;-0,00029
R3HDM1;ENSG00000048991;NDNE;2;136289025;136482840;1;-;-;-;0,09;0,51;0,16;-0,702;-1,364;-0,00013;-0,00032
ATAD3C;ENSG00000215915;NDNE;1;1385069;1405538;1;-;-;-;0,41;0,51;-;-1,492;-1,557;0,00002;-
ZNF624;ENSG00000197566;NDNE;17;16524051;16557170;-1;-;-;-;-;-;-;-0,679;-0,31;0,00011;-0,00035
FMNL3;ENSG00000161791;NDNE;12;50031724;50101948;-1;1;0,23;0;0,15;0,06;0,04;-1,76;-1,693;-0,00014;-0,00057
ZNF281;ENSG00000162702;NDNE;1;200375827;200379184;-1;6;0,26;2260,72;0,53;0,4;0,23;-1,302;0,938;0,00009;0,00006
OR2V1;ENSG00000185372;NDNE;5;180551357;180552304;-1;-;-;-;0,62;-;0,1;-0,568;1,521;-;-
SCFD2;ENSG00000184178;NDNE;4;53739149;54232242;-1;-;-;-;0,68;0,3;0,21;-0,367;-0,063;0,00004;-0,00006
IMMP1L;ENSG00000148950;NDNE;11;31453948;31531192;-1;-;-;-;-;0,09;0,07;-0,508;-0,224;0,00012;-0,00001
C11orf44;ENSG00000175728;NDNE;11;130542851;130587247;1;-;-;-;0,23;-;-;-1,645;-1,427;-0,00327;-0,00118
SULT2B1;ENSG00000088002;NDNE;19;49055332;49102682;1;2;0,22;8796;0,23;0,13;0,1;1,111;1,065;0,00007;-0,00107
OR4D10;ENSG00000254466;NDNE;11;59244846;59245869;1;-;-;-;1,02;0,46;-;-1,307;-1,414;0,00002;-0,00196
FAM167A-AS1;ENSG00000184608;NDNE;8;11225911;11296167;1;-;-;-;-;-;-;0,067;1,211;0,00043;-0,00026
TRAF3IP1;ENSG00000204104;NDNE;2;239229082;239309541;1;4;0,26;1346,95;0,36;0,41;0,12;-0,239;-0,182;-0,0014;-0,00043
PTP4A3;ENSG00000184489;NDNE;8;142402093;142441620;1;36;0,28;49261,12;0,05;0;0,02;-1,26;0,436;0,00002;-0,00051
PRAM1;ENSG00000133246;NDNE;19;8554940;8567996;-1;9;0,29;2438,94;0,31;0,45;0,28;0,92;0,947;0,00001;-0,00004
PTCRA;ENSG00000171611;NDNE;6;42883727;42893573;1;-;-;-;0,77;0,61;0,33;-1,053;0,47;0,00035;0,00001
UNC93A;ENSG00000112494;NDNE;6;167684657;167729507;1;-;-;-;0,23;0,17;-;-0,503;1,05;-0,00069;-0,00046
SEPHS1;ENSG00000086475;NDNE;10;13359424;13390297;-1;9;0,25;12464,75;0;0;0;-0,133;0,938;0,00014;0,00025
ADCK4;ENSG00000123815;NDNE;19;41197434;41224112;-1;-;-;-;0,45;0,21;0,12;-0,069;0,052;0,00039;0,00008
ADPRH;ENSG00000144843;NDNE;3;119298115;119308792;1;-;-;-;0,08;0,2;0,16;-1,126;-0,671;-0,00016;0,00008
POLK;ENSG00000122008;NDNE;5;74807581;74896969;1;2;0,26;0;0,51;0,4;0,24;-0,424;-0,981;-0,00005;-0,00017
CRYBB3;ENSG00000100053;NDNE;22;25595817;25603330;1;1;0,24;0;0,66;0,2;0,07;-0,729;0,247;0,00048;-0,00011
MED11;ENSG00000161920;NDNE;17;4634723;4636905;1;11;0,25;7,25;-;0,04;0,02;-0,162;1,534;0,00051;-0,00001
FREM3;ENSG00000183090;NDNE;4;144498455;144621828;-1;-;-;-;0,42;0,35;0,37;1,159;1,616;0,00008;-0,00012
RPL8;ENSG00000161016;NDNE;8;146015150;146017972;-1;6;0,31;14112,21;0;0;0;-0,755;1,267;0,00007;0,00001
KRTAP10-4;ENSG00000215454;NDNE;21;45993606;45994987;1;-;-;-;-;-;-;-0,262;0,123;-0,00237;-0,00089
CEP135;ENSG00000174799;NDNE;4;56815037;56899529;1;1;0,22;0;0,31;0,31;0,11;-1,36;-0,127;0,00017;0,00016
UCMA;ENSG00000165623;NDNE;10;13263767;13276334;-1;-;-;-;1,69;1,13;0,18;-1,156;0,719;0,00018;0,0001
UBE2D3;ENSG00000109332;NDNE;4;103715540;103790053;-1;91;0,32;95199,16;0,71;0,18;0,17;0,606;0,863;0,00022;0,00004
INO80D;ENSG00000114933;NDNE;2;206858445;206951027;-1;1;0,22;0;0,07;0,43;0,09;1,212;0,831;0,00012;0,0002
FSIP1;ENSG00000150667;NDNE;15;39892232;40075031;-1;1;0,2;0;0,81;0,58;0,41;-0,153;0,234;-0,0003;-0,00089
C2CD5;ENSG00000111731;NDNE;12;22601517;22697480;-1;1;0,2;0;0,49;0,43;0,07;-1,574;-2,127;-0,00078;-0,00109
TLR5;ENSG00000187554;NDNE;1;223282748;223316624;-1;2;0,21;11,29;-;0,59;0,28;-0,421;0,629;-0,00028;-0,00047
USP14;ENSG00000101557;NDNE;18;158383;214622;1;29;0,31;9883,21;0;0;0,03;0,9;0,733;0,00022;0,00016
PRSS57;ENSG00000185198;NDNE;19;685521;695460;-1;-;-;-;0,08;0,27;0,12;-0,871;0,717;0,00068;-0,00008
CASP6;ENSG00000138794;NDNE;4;110609785;110624739;-1;7;0,26;474,86;-;0,72;0,08;2,216;0,889;-0,0001;0,00005
PANK1;ENSG00000152782;NDNE;10;91342745;91405215;-1;-;-;-;0,21;0,14;0,19;0,61;1,278;-0,00018;0,0001
RSPH1;ENSG00000160188;NDNE;21;43892596;43916464;-1;-;-;-;0,39;0,4;0,14;0,921;0,808;0,00052;0,00011
JUNB;ENSG00000171223;NDNE;19;12902310;12904124;1;15;0,32;13971,07;-;0,1;0,05;-0,942;-1,483;0,00006;-0,00004
SEC11A;ENSG00000140612;NDNE;15;85212775;85259947;-1;2;0,22;505,55;0,85;0,67;0,18;0,033;-0,391;-0,00028;0,00001
MS4A3;ENSG00000149516;NDNE;11;59824060;59838601;1;2;0,24;0;1,71;1,07;0,54;1,29;1,633;0;-0,00004
INS-IGF2;ENSG00000129965;NDNE;11;2153768;2182439;-1;12;0,25;28652,49;-;-;-;-0,388;0,887;0,00022;0,00001
ZNF391;ENSG00000124613;NDNE;6;27342394;27371683;1;-;-;-;0,55;0,65;-;0,725;1,558;-0,00076;-0,00064
MEAF6;ENSG00000163875;NDNE;1;37958176;37980375;-1;11;0,26;3107,03;0;0,14;0,06;0,39;0,531;0,00044;0,00002
EFCAB12;ENSG00000172771;NDNE;3;129120164;129147494;-1;-;-;-;0,62;0,39;0,34;-0,79;-0,656;-0,0003;-0,0007
ZFP37;ENSG00000136866;NDNE;9;115800660;115819039;-1;-;-;-;2,32;1,09;0,23;-0,246;-0,091;-0,00012;0,00004
HERC4;ENSG00000148634;NDNE;10;69681665;69835105;-1;1;0,19;0;0,22;0,13;0,04;-0,762;-0,899;-0,00006;-0,00014
SERPINB9;ENSG00000170542;NDNE;6;2887500;2903514;-1;25;0,3;25382,52;1,52;0,24;-;1,155;0,537;-0,00059;-0,00023
TMC4;ENSG00000167608;NDNE;19;54663846;54676944;-1;-;-;-;0,23;0,53;0,21;1,612;0,073;-0,00004;-0,00009
RBM34;ENSG00000188739;NDNE;1;235294498;235324772;-1;1;0,26;0;0,99;-;0,27;-0,868;0,346;-0,00079;-0,00008
TMX2;ENSG00000213593;NDNE;11;57480072;57508445;1;-;-;-;0,8;-;0,07;-0,544;1,073;0,00012;0,00024
ZZEF1;ENSG00000074755;NDNE;17;3907739;4046314;-1;3;0,23;187,4;0,19;0,14;0,12;-0,083;0,545;0,00024;-0,00005
LRRC73;ENSG00000204052;NDNE;6;43474707;43478424;-1;-;-;-;0,46;0;0,02;-1,68;-1,769;0,00016;-0,00054
GPSM1;ENSG00000160360;NDNE;9;139221932;139254057;1;7;0,25;6475,32;-;-;-;-0,103;0,949;0,00003;-0,00002
C1orf167;ENSG00000215910;NDNE;1;11821844;11849642;1;-;-;-;0,92;0,75;-;0,88;0,982;-0,0008;-0,00005
GPR139;ENSG00000180269;NDNE;16;20042807;20085239;-1;-;-;-;0;0;0,03;2,309;0,328;-0,0004;-0,00072
PYCRL;ENSG00000104524;NDNE;8;144686083;144691943;-1;2;0,24;0;0;0,16;0,11;0,494;0,54;-0,00036;-0,0002
OR1L3;ENSG00000171481;NDNE;9;125437315;125438432;1;-;-;-;-;-;-;-1,726;-1,978;-0,00164;-0,00121
MECR;ENSG00000116353;NDNE;1;29519385;29557454;-1;2;0,25;6,46;1,46;0,17;0,22;-1,192;-0,783;0,00032;0,00014
SNUPN;ENSG00000169371;NDNE;15;75890424;75918810;-1;10;0,27;5581,51;1,35;0;0,09;0,749;0,931;0,00049;0,00017
MGA;ENSG00000174197;NDNE;15;41913422;42062141;1;5;0,26;185,23;0,37;-;0,27;-0,42;0,451;-0,00004;0,00004
ABHD11;ENSG00000106077;NDNE;7;73150424;73153197;-1;-;-;-;0;0,5;0,27;1,077;1,01;0,00042;0,00014
RLTPR;ENSG00000159753;NDNE;16;67678822;67691472;1;-;-;-;0,33;0,27;0,17;-1,624;-1,673;-0,00011;-0,00002
CDH11;ENSG00000140937;NDNE;16;64977656;65160015;-1;2;0,26;0;0,14;0,05;0,03;0,947;0,341;0,0004;0,00013
ZNF728;ENSG00000269067;NDNE;19;23158270;23185978;-1;-;-;-;-;-;-;-0,609;-1,118;0,00024;0,00003
KIAA1586;ENSG00000168116;NDNE;6;56911347;56920023;1;-;-;-;0,3;-;-;-0,383;-0,921;-0,00054;-0,00018
KDELR2;ENSG00000136240;NDNE;7;6485584;6523873;-1;1;0,2;0;-;0;0,01;0,399;0,106;0,0001;-0,00006
KLRC1;ENSG00000134545;NDNE;12;10594863;10607284;-1;1;0,14;0;0,54;-;-;-0,132;0,519;-0,00023;-0,00012
ERV3-1;ENSG00000213462;NDNE;7;64451187;64467121;-1;-;-;-;-;0,48;-;-0,124;0,643;-;-0,00005
SLC25A16;ENSG00000122912;NDNE;10;70242521;70287231;-1;-;-;-;0,24;0,85;0,08;-1,266;-1,381;0,0001;-0,00137
EIF4E;ENSG00000151247;NDNE;4;99792835;99851788;-1;15;0,31;28993,65;0,68;0;0,03;1,395;-0,55;-0,00009;0,00014
VWC2;ENSG00000188730;NDNE;7;49813257;49952138;1;-;-;-;-;-;0,06;-0,708;0,203;0,00008;-0,00004
ANKRD30BL;ENSG00000163046;NDNE;2;132905164;133015542;-1;-;-;-;0,37;0,38;-;-0,381;-0,093;-;-0,00005
BEST1,VMD2;ENSG00000167995;NDNE;11;61717293;61732987;1;1;0,23;0;0,64;0,38;0,36;-0,5;-0,276;-0,00071;-0,00027
FAM229B;ENSG00000203778;NDNE;6;112408802;112423993;1;-;-;-;0,48;0,42;0,16;0,83;1,791;-0,00075;-0,00013
OR51M1;ENSG00000184698;NDNE;11;5410607;5411664;1;-;-;-;1,79;0,44;0,18;1,896;1,775;-0,00139;-0,00093
C10orf12;ENSG00000155640;NDNE;10;98741041;98745582;1;2;0,26;717,3;0,48;0,59;0,35;-1,847;-1,376;0,00005;-0,00012
WNK2;ENSG00000165238;NDNE;9;95947198;96082854;1;2;0,26;0;-;0,31;0,16;-0,57;-0,144;-0,00014;-0,00011
MEPE;ENSG00000152595;NDNE;4;88742563;88767969;1;-;-;-;0,99;0,79;0,33;-0,918;1,207;0,00016;-0,00019
FNBP1L;ENSG00000137942;NDNE;1;93913688;94020218;1;4;0,26;918,91;0;0,06;0,03;-2,095;-1,086;0,00005;-0,00004
NEURL4;ENSG00000215041;NDNE;17;7218947;7232712;-1;2;0,23;147,34;-;-;-;-0,266;1,123;0,00022;0,00006
MIS18A;ENSG00000159055;NDNE;21;33640530;33651380;-1;-;-;-;0,16;0,12;0,16;-0,097;-1,209;-0,00138;-0,00021
PIGZ;ENSG00000119227;NDNE;3;196673214;196695931;-1;-;-;-;-;0,61;0,21;0,317;1,297;0,00041;-0,00005
ESPNL;ENSG00000144488;NDNE;2;239008798;239041928;1;-;-;-;-;0,12;0,12;0,598;1,095;0,00013;-0,00003
PLA2G12A;ENSG00000123739;NDNE;4;110631145;110651233;-1;-;-;-;0,55;0,15;0,05;-0,086;0,598;0,0001;0,00011
OSGIN2;ENSG00000164823;NDNE;8;90914087;90940116;1;-;-;-;0,26;0,1;0,09;-0,867;-0,43;0;-0,00028
FAM187B;ENSG00000177558;NDNE;19;35715703;35719632;-1;-;-;-;0,89;0,43;0,2;1,737;1,11;0,00069;0,00018
