Gene Symbol,Description,Category,Gifts,GC Id,Relevance score, GeneCards Link
"MGAT4B","Mannosyl (Alpha-1,3-)-Glycoprotein Beta-1,4-N-Acetylglucosaminyltransferase, Isozyme B","Protein Coding","44","GC05M179797","0.94","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MGAT4B"
"KIAA0930","KIAA0930","Protein Coding","39","GC22M045190","0.94","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIAA0930"
"PIP4K2C","Phosphatidylinositol-5-Phosphate 4-Kinase Type 2 Gamma","Protein Coding","44","GC12P057591","0.94","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIP4K2C"
"PRR15","Proline Rich 15","Protein Coding","37","GC07P029603","0.94","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRR15"
"C8orf33","Chromosome 8 Open Reading Frame 33","Protein Coding","36","GC08P145052","0.94","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C8orf33"
"SLC38A2","Solute Carrier Family 38 Member 2","Protein Coding","45","GC12M046358","0.94","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC38A2"
"BRWD1","Bromodomain And WD Repeat Domain Containing 1","Protein Coding","44","GC21M039184","0.94","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BRWD1"
"DNAJC30","DnaJ Heat Shock Protein Family (Hsp40) Member C30","Protein Coding","39","GC07M073680","0.93","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAJC30"
"HIST1H2BL","Histone Cluster 1 H2B Family Member L","Protein Coding","42","GC06M027808","0.93","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HIST1H2BL"
"SYPL1","Synaptophysin Like 1","Protein Coding","42","GC07M106090","0.93","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SYPL1"
"PIFO","Primary Cilia Formation","Protein Coding","32","GC01P111324","0.93","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIFO"
"NCEH1","Neutral Cholesterol Ester Hydrolase 1","Protein Coding","44","GC03M172630","0.93","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NCEH1"
"ELK3","ELK3, ETS Transcription Factor","Protein Coding","42","GC12P096194","0.93","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ELK3"
"SUMO3","Small Ubiquitin-Like Modifier 3","Protein Coding","47","GC21M044805","0.93","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SUMO3"
"METTL25","Methyltransferase Like 25","Protein Coding","33","GC12P082358","0.93","https://www.genecards.org/cgi-bin/carddisp.pl?gene=METTL25"
"MICAL2","Microtubule Associated Monooxygenase, Calponin And LIM Domain Containing 2","Protein Coding","41","GC11P012115","0.93","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MICAL2"
"SMIM8","Small Integral Membrane Protein 8","Protein Coding","32","GC06P087323","0.93","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMIM8"
"ARHGAP15","Rho GTPase Activating Protein 15","Protein Coding","44","GC02P143070","0.93","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARHGAP15"
"UTP23","UTP23, Small Subunit Processome Component","Protein Coding","38","GC08P116767","0.93","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UTP23"
"ZNF2","Zinc Finger Protein 2","Protein Coding","38","GC02P095165","0.93","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF2"
"KCTD18","Potassium Channel Tetramerization Domain Containing 18","Protein Coding","37","GC02M200488","0.93","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCTD18"
"TIGD1","Tigger Transposable Element Derived 1","Protein Coding","35","GC02M232547","0.93","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TIGD1"
"ZGRF1","Zinc Finger GRF-Type Containing 1","Protein Coding","36","GC04M112539","0.93","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZGRF1"
"MTMR4","Myotubularin Related Protein 4","Protein Coding","44","GC17M058489","0.93","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTMR4"
"ACBD6","Acyl-CoA Binding Domain Containing 6","Protein Coding","43","GC01M180801","0.93","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACBD6"
"DDX52","DExD-Box Helicase 52","Protein Coding","40","GC17M037609","0.93","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDX52"
"OXSR1","Oxidative Stress Responsive 1","Protein Coding","45","GC03P038183","0.93","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OXSR1"
"SH3RF2","SH3 Domain Containing Ring Finger 2","Protein Coding","41","GC05P145936","0.93","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SH3RF2"
"DEF6","DEF6, Guanine Nucleotide Exchange Factor","Protein Coding","44","GC06P041872","0.92","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DEF6"
"NAA80","N(Alpha)-Acetyltransferase 80, NatH Catalytic Subunit","Protein Coding","29","GC03M050310","0.92","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NAA80"
"PRIM1","DNA Primase Subunit 1","Protein Coding","46","GC12M056731","0.92","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRIM1"
"SLC41A3","Solute Carrier Family 41 Member 3","Protein Coding","40","GC03M126006","0.92","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC41A3"
"METTL2B","Methyltransferase Like 2B","Protein Coding","37","GC07P128894","0.92","https://www.genecards.org/cgi-bin/carddisp.pl?gene=METTL2B"
"RPUSD2","RNA Pseudouridylate Synthase Domain Containing 2","Protein Coding","37","GC15P040569","0.92","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPUSD2"
"CDYL","Chromodomain Y Like","Protein Coding","45","GC06P004706","0.92","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDYL"
"NAP1L1","Nucleosome Assembly Protein 1 Like 1","Protein Coding","45","GC12M076036","0.92","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NAP1L1"
"SH3BGRL3","SH3 Domain Binding Glutamate Rich Protein Like 3","Protein Coding","42","GC01P026289","0.92","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SH3BGRL3"
"MKNK1","MAP Kinase Interacting Serine/Threonine Kinase 1","Protein Coding","52","GC01M046557","0.92","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MKNK1"
"ANKRD52","Ankyrin Repeat Domain 52","Protein Coding","38","GC12M056237","0.92","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANKRD52"
"STK17B","Serine/Threonine Kinase 17b","Protein Coding","47","GC02M196133","0.92","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STK17B"
"ACBD4","Acyl-CoA Binding Domain Containing 4","Protein Coding","42","GC17P045132","0.92","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACBD4"
"BOLA1","BolA Family Member 1","Protein Coding","40","GC01P149888","0.92","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BOLA1"
"TNFAIP8L1","TNF Alpha Induced Protein 8 Like 1","Protein Coding","37","GC19P004639","0.92","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFAIP8L1"
"ROPN1L","Rhophilin Associated Tail Protein 1 Like","Protein Coding","40","GC05P010441","0.92","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ROPN1L"
"FAM184A","Family With Sequence Similarity 184 Member A","Protein Coding","39","GC06M118959","0.92","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM184A"
"TRIM40","Tripartite Motif Containing 40","Protein Coding","39","GC06P031394","0.92","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIM40"
"RIMS4","Regulating Synaptic Membrane Exocytosis 4","Protein Coding","37","GC20M044751","0.92","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RIMS4"
"PSME4","Proteasome Activator Subunit 4","Protein Coding","44","GC02M053864","0.92","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSME4"
"OCIAD2","OCIA Domain Containing 2","Protein Coding","43","GC04M048887","0.92","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OCIAD2"
"ZNF35","Zinc Finger Protein 35","Protein Coding","40","GC03P045096","0.92","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF35"
"CLIP4","CAP-Gly Domain Containing Linker Protein Family Member 4","Protein Coding","39","GC02P029085","0.92","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLIP4"
"CDK3","Cyclin Dependent Kinase 3","Protein Coding","45","GC17P076006","0.92","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK3"
"KLHL36","Kelch Like Family Member 36","Protein Coding","39","GC16P084648","0.92","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLHL36"
"CYSTM1","Cysteine Rich Transmembrane Module Containing 1","Protein Coding","37","GC05P140192","0.92","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYSTM1"
"SEC11C","SEC11 Homolog C, Signal Peptidase Complex Subunit","Protein Coding","40","GC18P059139","0.92","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEC11C"
"PELI3","Pellino E3 Ubiquitin Protein Ligase Family Member 3","Protein Coding","41","GC11P066466","0.92","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PELI3"
"ZNF483","Zinc Finger Protein 483","Protein Coding","39","GC09P111525","0.92","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF483"
"TRABD","TraB Domain Containing","Protein Coding","39","GC22P050185","0.91","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRABD"
"CCDC121","Coiled-Coil Domain Containing 121","Protein Coding","37","GC02M027625","0.91","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDC121"
"FAM209A","Family With Sequence Similarity 209 Member A","Protein Coding","34","GC20P056517","0.91","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM209A"
"RASA3","RAS P21 Protein Activator 3","Protein Coding","44","GC13M113977","0.91","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RASA3"
"ZMAT3","Zinc Finger Matrin-Type 3","Protein Coding","39","GC03M179017","0.91","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZMAT3"
"HCFC1R1","Host Cell Factor C1 Regulator 1","Protein Coding","34","GC16M003022","0.91","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HCFC1R1"
"IL27RA","Interleukin 27 Receptor Subunit Alpha","Protein Coding","47","GC19P014031","0.91","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL27RA"
"ASCC3","Activating Signal Cointegrator 1 Complex Subunit 3","Protein Coding","44","GC06M100508","0.91","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ASCC3"
"ZFYVE16","Zinc Finger FYVE-Type Containing 16","Protein Coding","44","GC05P080407","0.91","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZFYVE16"
"HIC2","HIC ZBTB Transcriptional Repressor 2","Protein Coding","40","GC22P022010","0.91","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HIC2"
"MRPL27","Mitochondrial Ribosomal Protein L27","Protein Coding","39","GC17M050367","0.91","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPL27"
"RPF2","Ribosome Production Factor 2 Homolog","Protein Coding","37","GC06P110982","0.91","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPF2"
"KDM1B","Lysine Demethylase 1B","Protein Coding","41","GC06P018156","0.91","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KDM1B"
"SMG8","SMG8, Nonsense Mediated MRNA Decay Factor","Protein Coding","38","GC17P059209","0.91","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMG8"
"THAP10","THAP Domain Containing 10","Protein Coding","37","GC15M070881","0.91","https://www.genecards.org/cgi-bin/carddisp.pl?gene=THAP10"
"ODF3L2","Outer Dense Fiber Of Sperm Tails 3 Like 2","Protein Coding","33","GC19M000463","0.91","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ODF3L2"
"CFAP74","Cilia And Flagella Associated Protein 74","Protein Coding","29","GC01M001921","0.91","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CFAP74"
"C19orf57","Chromosome 19 Open Reading Frame 57","Protein Coding","38","GC19M013925","0.91","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C19orf57"
"ZCCHC12","Zinc Finger CCHC-Type Containing 12","Protein Coding","38","GC0XP118823","0.91","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZCCHC12"
"SNPH","Syntaphilin","Protein Coding","41","GC20P001246","0.91","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNPH"
"BEND6","BEN Domain Containing 6","Protein Coding","34","GC06P056954","0.91","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BEND6"
"NAXD","NAD(P)HX Dehydratase","Protein Coding","33","GC13P110616","0.9","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NAXD"
"SELENOO","Selenoprotein O","Protein Coding","26","GC22P050201","0.9","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SELENOO"
"PARVG","Parvin Gamma","Protein Coding","41","GC22P044172","0.9","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PARVG"
"APLF","Aprataxin And PNKP Like Factor","Protein Coding","39","GC02P068431","0.9","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APLF"
"ARMC1","Armadillo Repeat Containing 1","Protein Coding","38","GC08M065602","0.9","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARMC1"
"BLOC1S5","Biogenesis Of Lysosomal Organelles Complex 1 Subunit 5","Protein Coding","37","GC06M008014","0.9","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BLOC1S5"
"AKNAD1","AKNA Domain Containing 1","Protein Coding","36","GC01M108816","0.9","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AKNAD1"
"AK4","Adenylate Kinase 4","Protein Coding","44","GC01P065147","0.9","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AK4"
"ERMN","Ermin","Protein Coding","41","GC02M157318","0.9","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERMN"
"RNF115","Ring Finger Protein 115","Protein Coding","39","GC01M145738","0.9","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNF115"
"ENKD1","Enkurin Domain Containing 1","Protein Coding","36","GC16M067697","0.9","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENKD1"
"TRMT1L","TRNA Methyltransferase 1 Like","Protein Coding","36","GC01M185088","0.9","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRMT1L"
"WDR18","WD Repeat Domain 18","Protein Coding","40","GC19P000983","0.9","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WDR18"
"PARP2","Poly(ADP-Ribose) Polymerase 2","Protein Coding","52","GC14P020343","0.9","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PARP2"
"MON2","MON2 Homolog, Regulator Of Endosome-To-Golgi Trafficking","Protein Coding","39","GC12P062466","0.9","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MON2"
"RASSF3","Ras Association Domain Family Member 3","Protein Coding","41","GC12P064507","0.9","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RASSF3"
"ZNF433","Zinc Finger Protein 433","Protein Coding","39","GC19M012014","0.9","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF433"
"PCED1B","PC-Esterase Domain Containing 1B","Protein Coding","35","GC12P047079","0.9","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCED1B"
"RTF2","Replication Termination Factor 2","Protein Coding","28","GC20P056469","0.9","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RTF2"
"RBM6","RNA Binding Motif Protein 6","Protein Coding","41","GC03P049952","0.9","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBM6"
"UBE2S","Ubiquitin Conjugating Enzyme E2 S","Protein Coding","47","GC19M055399","0.9","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBE2S"
"HIST1H2BB","Histone Cluster 1 H2B Family Member B","Protein Coding","41","GC06M026043","0.9","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HIST1H2BB"
"POGK","Pogo Transposable Element Derived With KRAB Domain","Protein Coding","40","GC01P166809","0.9","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POGK"
"DIMT1","DIM1 Dimethyladenosine Transferase 1 Homolog","Protein Coding","41","GC05M062387","0.9","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DIMT1"
"TRIM16","Tripartite Motif Containing 16","Protein Coding","38","GC17M015627","0.9","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIM16"
"RSRC2","Arginine And Serine Rich Coiled-Coil 2","Protein Coding","37","GC12M122503","0.9","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RSRC2"
"DENND4B","DENN Domain Containing 4B","Protein Coding","36","GC01M153901","0.9","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DENND4B"
"CAPZA1","Capping Actin Protein Of Muscle Z-Line Subunit Alpha 1","Protein Coding","47","GC01P112619","0.9","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAPZA1"
"POLR3E","RNA Polymerase III Subunit E","Protein Coding","41","GC16P022298","0.9","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POLR3E"
"SIDT2","SID1 Transmembrane Family Member 2","Protein Coding","39","GC11P117178","0.9","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIDT2"
"CMTM2","CKLF Like MARVEL Transmembrane Domain Containing 2","Protein Coding","41","GC16P066616","0.89","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CMTM2"
"EEF1B2","Eukaryotic Translation Elongation Factor 1 Beta 2","Protein Coding","47","GC02P206159","0.89","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EEF1B2"
"USP12","Ubiquitin Specific Peptidase 12","Protein Coding","42","GC13M027066","0.89","https://www.genecards.org/cgi-bin/carddisp.pl?gene=USP12"
"YPEL3","Yippee Like 3","Protein Coding","42","GC16M030103","0.89","https://www.genecards.org/cgi-bin/carddisp.pl?gene=YPEL3"
"FMNL1","Formin Like 1","Protein Coding","41","GC17P045222","0.89","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FMNL1"
"CRIP2","Cysteine Rich Protein 2","Protein Coding","41","GC14P105472","0.89","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRIP2"
"ANKRD13D","Ankyrin Repeat Domain 13D","Protein Coding","40","GC11P067288","0.89","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANKRD13D"
"GPKOW","G-Patch Domain And KOW Motifs","Protein Coding","39","GC0XM049113","0.89","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPKOW"
"SNRNP35","Small Nuclear Ribonucleoprotein U11/U12 Subunit 35","Protein Coding","36","GC12P123457","0.89","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNRNP35"
"UBR3","Ubiquitin Protein Ligase E3 Component N-Recognin 3 (Putative)","Protein Coding","40","GC02P169827","0.89","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBR3"
"LIMCH1","LIM And Calponin Homology Domains 1","Protein Coding","42","GC04P041362","0.89","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LIMCH1"
"LARP4","La Ribonucleoprotein Domain Family Member 4","Protein Coding","39","GC12P050392","0.89","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LARP4"
"CAMKK1","Calcium/Calmodulin Dependent Protein Kinase Kinase 1","Protein Coding","50","GC17M003860","0.89","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAMKK1"
"PLA1A","Phospholipase A1 Member A","Protein Coding","44","GC03P119597","0.89","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLA1A"
"EEPD1","Endonuclease/Exonuclease/Phosphatase Family Domain Containing 1","Protein Coding","40","GC07P036153","0.89","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EEPD1"
"PHF14","PHD Finger Protein 14","Protein Coding","37","GC07P010973","0.89","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PHF14"
"CIAPIN1","Cytokine Induced Apoptosis Inhibitor 1","Protein Coding","44","GC16M057462","0.89","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CIAPIN1"
"PPME1","Protein Phosphatase Methylesterase 1","Protein Coding","42","GC11P074170","0.89","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPME1"
"ZMYND8","Zinc Finger MYND-Type Containing 8","Protein Coding","44","GC20M047209","0.89","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZMYND8"
"DECR2","2,4-Dienoyl-CoA Reductase 2","Protein Coding","44","GC16P000511","0.89","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DECR2"
"CSTF2","Cleavage Stimulation Factor Subunit 2","Protein Coding","42","GC0XP100820","0.89","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSTF2"
"STK40","Serine/Threonine Kinase 40","Protein Coding","42","GC01M036339","0.89","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STK40"
"CXorf56","Chromosome X Open Reading Frame 56","Protein Coding","38","GC0XM119538","0.89","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXorf56"
"CHTOP","Chromatin Target Of PRMT1","Protein Coding","37","GC01P153633","0.89","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHTOP"
"CREBZF","CREB/ATF BZIP Transcription Factor","Protein Coding","40","GC11M085657","0.89","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CREBZF"
"ANKRD10","Ankyrin Repeat Domain 10","Protein Coding","39","GC13M110878","0.89","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANKRD10"
